legacy_refn,category_hint,source_filename,source_size_bytes,kind,english,headword,target_storage_path_template
10717,sentence,"thick (dim) ,adj.jpg",20158,jpg,The walls of the castle are very thick.,I muri del castello sono molto spessi.,words/{word_uuid}/flashcard.jpg
10719,sentence,"one-way ticket ,il.jpg",20414,jpg,Let (us) ask the guard for a one-way ticket.,Chiediamo al capotreno un biglietto di sola andata.,words/{word_uuid}/flashcard.jpg
10721,sentence,"sister ,la.jpg",19290,jpg,(I) always argue with my sister.,Litigo sempre con mia sorella.,words/{word_uuid}/flashcard.jpg
10722,sentence,"six ,num.swf",1673,swf,Fifteen minus six is nine.,Quindici meno sei fa nove.,words/{word_uuid}/flashcard.png
10723,sentence,"sixteen ,num.swf",1712,swf,Sixteen minus seven plus three is twelve.,Sedici meno sette più tre fa dodici.,words/{word_uuid}/flashcard.png
10725,sentence,"sixty ,num.swf",397,swf,(I) have sixty euros.,Ho sessanta euro.,words/{word_uuid}/flashcard.png
10729,sentence,"slow ,adj.jpg",12603,jpg,The driver of this bus is as slow as a snail.,L‘autista di questo autobus è lento come una lumaca.,words/{word_uuid}/flashcard.jpg
10730,sentence,"small ,adj.jpg",16343,jpg,Your bag is too small.,La tua borsa è troppo piccola.,words/{word_uuid}/flashcard.jpg
10731,sentence,"pest ,la.jpg",13169,jpg,Rats are a common pest.,I ratti sono una piaga comune.,words/{word_uuid}/flashcard.jpg
10733,sentence,"so (as) ,adv.swf",643,swf,(You) are as beautiful as the sun.,Sei bella come il sole.,words/{word_uuid}/flashcard.png
10734,sentence,"so (in this way) ,adv.swf",344,swf,"Some boys in my class didn`t do the exercises, so the teacher scolded the culprits.","Qualche ragazzo della mia classe non fece gli esercizi, così la maestra sgridò i colpevoli.",words/{word_uuid}/flashcard.png
10738,sentence,"some (any) ,adj.jpg",14080,jpg,Some boys in my class didn`t do the exercises.,Alcuni ragazzi delle mia classe non fecero gli esercizi.,words/{word_uuid}/flashcard.jpg
10740,sentence,"somebody ,someone ,prn.jpg",9806,jpg,Can someone explain to me what happened?,Qualcuno mi può spiegare cosa è successo?,words/{word_uuid}/flashcard.jpg
10741,sentence,"something ,prn.jpg",29136,jpg,Would (you) like something to drink?,Vuoi qualcosa da bere?,words/{word_uuid}/flashcard.jpg
10742,sentence,"sometimes ,adv.jpg",17381,jpg,Sometimes (I) don`t have breakfast because (I)`m in a hurry.,Qualche volta non faccio colazione perché ho fretta.,words/{word_uuid}/flashcard.jpg
10744,sentence,"soon ,adv.jpg",8701,jpg,See (you) soon. (We`ll see each other soon.),Ci vediamo presto.,words/{word_uuid}/flashcard.jpg
10746,sentence,"special ,adj.jpg",22829,jpg,Yesterday (I) spent a special evening with my boyfriend.,Ieri ho trascorso una serata speciale con il mio ragazzo.,words/{word_uuid}/flashcard.jpg
10747,sentence,"spider ,il.jpg",22465,jpg,(I) have found spiders in every room (st..) of the country house.,Ho trovato ragni in tutte le stanze della casa di campagna.,words/{word_uuid}/flashcard.jpg
10749,sentence,"sport ,il.jpg",15096,jpg,The sport (I) prefer is volleyball.,Lo sport che preferisco è la pallavolo.,words/{word_uuid}/flashcard.jpg
10751,sentence,"stairs ,le.jpg",23672,jpg,The room (st..) is next to the stairs.,La stanza è accanto alle scale.,words/{word_uuid}/flashcard.jpg
10752,sentence,"star ,la.jpg",24819,jpg,Look how many stars there are in the sky!,Guarda quante stelle ci sono in cielo.,words/{word_uuid}/flashcard.jpg
10753,sentence,"station ,la.jpg",26895,jpg,(I) am arriving at the station at 5 p.m.,Arrivo alla stazione alle 17:00.,words/{word_uuid}/flashcard.jpg
10755,sentence,"still (nevertheless) ,adv.jpg",16120,jpg,The water of the lake is still.,L‘acqua del lago è ferma.,words/{word_uuid}/flashcard.jpg
10756,sentence,"stone ,la.jpg",12743,jpg,(I) have thrown a stone.,Ho lanciato una pietra.,words/{word_uuid}/flashcard.jpg
10757,sentence,"stool ,lo.jpg",29754,jpg,(We) don`t have any chairs. Is a stool OK (for you)?,Non abbiamo più sedie. Va bene uno sgabello?,words/{word_uuid}/flashcard.jpg
10758,sentence,"stranger ,l (m).jpg",7819,jpg,In spite of our friendship he treated me like a stranger(m).,Nonostante la nostra amicizia mi ha trattato come un‘estraneo.,words/{word_uuid}/flashcard.jpg
10759,sentence,"strawberry ,la.jpg",29435,jpg,(I) love to eat strawberries with whipped cream.,Adoro mangiare le fragole con la panna montata.,words/{word_uuid}/flashcard.jpg
10760,sentence,"stream ,il.jpg",33712,jpg,The stream passes through a wood.,Il ruscello passa attraverso un bosco.,words/{word_uuid}/flashcard.jpg
10761,sentence,"street ,la.jpg",31799,jpg,Follow this street as far as the church.,Segui questa strada fino alla chiesa.,words/{word_uuid}/flashcard.jpg
10762,sentence,"strong ,adj.jpg",9861,jpg,I`m stronger than you.,Io sono più forte di te.,words/{word_uuid}/flashcard.jpg
10763,sentence,"student ,il.jpg",24038,jpg,(He) is a pretty clever student.,È uno studente abbastanza bravo.,words/{word_uuid}/flashcard.jpg
10764,sentence,"subject ,il.jpg",26098,jpg,Which is the subject of the sentence?,Qual è il soggetto della frase?,words/{word_uuid}/flashcard.jpg
10765,sentence,"such ,adj.swf",485,swf,I don`t like such behaviour.,Non mi piace un tale comportamento.,words/{word_uuid}/flashcard.png
10767,sentence,"sugar ,lo.jpg",29912,jpg,(We) have finished the sugar.,Abbiamo finito lo zucchero.,words/{word_uuid}/flashcard.jpg
10768,sentence,"suitcase ,la.jpg",23426,jpg,(I) have a very heavy suitcase.,Ho una valigia molto pesante.,words/{word_uuid}/flashcard.jpg
10769,sentence,"summer ,l (f).jpg",24940,jpg,"(I) love summer, the sun and the seaside.","Adoro l‘estate, il sole e il mare.",words/{word_uuid}/flashcard.jpg
10770,sentence,"sun ,il.jpg",19378,jpg,There`s always the sun at the seaside.,Al mare c‘è sempre il sole.,words/{word_uuid}/flashcard.jpg
10771,sentence,"Sunday ,m.swf",2291,swf,Sunday is the holy day.,La domenica è il giorno santo.,words/{word_uuid}/flashcard.png
10772,sentence,"sunny ,adj.jpg",23128,jpg,It`s a very sunny day today.,Oggi è un giorno molto soleggiato.,words/{word_uuid}/flashcard.jpg
10773,sentence,"sweater ,jumper ,il.jpg",26898,jpg,Put a sweater on top of the blouse.,Metti un golf sopra la camicia.,words/{word_uuid}/flashcard.jpg
10775,sentence,"switch ,l (m).jpg",9853,jpg,The switch is in the right (-hand) corner.,L‘interruttore è nell‘angolo di destra.,words/{word_uuid}/flashcard.jpg
10777,sentence,"tea ,il.jpg",37567,jpg,My boyfriend drinks only water and tea.,Il mio ragazzo beve solo acqua e tè.,words/{word_uuid}/flashcard.jpg
10780,sentence,"ten ,num.swf",831,swf,How many eggs do (you) need? Ten or twelve?,Quante uova ti servono? Dieci o dodici?,words/{word_uuid}/flashcard.png
10783,sentence,"thank you ,exc.jpg",18190,jpg,Here you are (formal) - Thank you! Good-bye.,Ecco a lei.  - Grazie! Arrivederci.,words/{word_uuid}/flashcard.jpg
10786,sentence,"like that ,relclause.jpg",20061,jpg,Don`t speak to me like that!,Non parlarmi in questo modo!,words/{word_uuid}/flashcard.jpg
10787,sentence,"the ,art.swf",356,swf,The tree in my garden is very old.,L‘albero nel mio giardino è molto vecchio.,words/{word_uuid}/flashcard.png
10788,sentence,"the days of the week ,npl.swf",4410,swf,There are seven days in a week. (Lit. the days in the week are seven.),I giorni della settimana sono sette.,words/{word_uuid}/flashcard.png
10789,sentence,"the months of the year ,I.swf",5652,swf,Can (you) say the months of the year in Italian?,Sai dire i mesi dell‘anno in italiano?,words/{word_uuid}/flashcard.png
10790,sentence,"the four seasons ,npl.jpg",44458,jpg,"The four seasons of the year are: spring, summer, autumn and winter.","Le quattro stagioni dell‘anno sono: primavera, estate, autunno e inverno.",words/{word_uuid}/flashcard.jpg
10791,sentence,"the time ,hour ,l (f).jpg",8495,jpg,What time is it?,Che ore sono?,words/{word_uuid}/flashcard.jpg
10792,sentence,"what awful weather ,phr.jpg",17984,jpg,What awful weather (it is) today!,Che butto tempo c‘è oggi!,words/{word_uuid}/flashcard.jpg
10793,sentence,"it is very cold today ,phr.jpg",15261,jpg,"Don`t go out, it`s very cold today.","Non uscire, oggi fa molto freddo.",words/{word_uuid}/flashcard.jpg
10794,sentence,"its hot ,phr.jpg",15044,jpg,It`s too hot.,Fa troppo caldo.,words/{word_uuid}/flashcard.jpg
10795,sentence,"the weather is nice ,phr.jpg",14837,jpg,(I) hope the weather is nice for the wedding.,Spero che farà bel tempo per il matrimonio.,words/{word_uuid}/flashcard.jpg
10797,sentence,ZE10169.swf,1817,swf,Their house is near to the park.,La loro casa è vicino al parco.,words/{word_uuid}/flashcard.png
10799,sentence,"then ,adv.swf",409,swf,"(She) drank her tea, and only then could (she) relax.","Ha bevuto il suo the, e solo allora ha potuto rilassarsi.",words/{word_uuid}/flashcard.png
10802,sentence,"they ,prn.jpg",13960,jpg,They are too young to eat sweets.,Loro sono troppo piccoli per mangiare dolci.,words/{word_uuid}/flashcard.jpg
10803,sentence,"thin ,skinny (person) ,adj.jpg",14844,jpg,"Eat something, (you) are too skinny.","Mangia qualcosa, sei troppo magra.",words/{word_uuid}/flashcard.jpg
10804,sentence,"thin ,slim (object) ,adj.jpg",13079,jpg,This wall is much too thin.,Questo muro è troppo sottile.,words/{word_uuid}/flashcard.jpg
10805,sentence,"thing ,la.jpg",12338,jpg,The thing (I) hate most is the rain.,La cosa che odio di più è la pioggia.,words/{word_uuid}/flashcard.jpg
10810,sentence,"thirty-two ,num.swf",363,swf,My friend is thirty years old and his wife is thirty-two.,Il mio amico ha trent‘ anni e sua moglie trentadue.,words/{word_uuid}/flashcard.png
10811,sentence,"this ,art.jpg",17347,jpg,This peach is rotten.,Questa pesca è marcia.,words/{word_uuid}/flashcard.jpg
10812,sentence,"thousand ,num.swf",305,swf,(I) have written a thousand sentences.,Ho scritto mille frasi.,words/{word_uuid}/flashcard.png
10814,sentence,"through ,across ,prep.jpg",31995,jpg,The Tiber flows through Rome.,Il Tevere scorre attraverso Roma.,words/{word_uuid}/flashcard.jpg
10816,sentence,"Thursday ,m.swf",2904,swf,The lessons are going to start next Thursday.,Le lezioni inizieranno giovedì prossimo.,words/{word_uuid}/flashcard.png
10817,sentence,"ticket ,il.jpg",26241,jpg,Have (you) taken the ticket? (informal),Hai preso il biglietto?,words/{word_uuid}/flashcard.jpg
10819,sentence,"time ,occasion ,la.jpg",31278,jpg,Once upon a time there was a princess.,C‘era una volta una principessa.,words/{word_uuid}/flashcard.jpg
10820,sentence,"timetable ,l (m).jpg",24100,jpg,Where is the timetable affixed?,Dov‘è affisso l‘orario?,words/{word_uuid}/flashcard.jpg
10822,sentence,"to accept ,v.jpg",6650,jpg,Do you (inf.sing) accept credit cards?,Accettate carte di credito?,words/{word_uuid}/flashcard.jpg
10823,sentence,"to answer ,v.jpg",26620,jpg,(I) have already answered your question.,Ho già risposto alla tua domanda.,words/{word_uuid}/flashcard.jpg
10824,sentence,"to arrive ,v.jpg",26047,jpg,When Marco arrives the dog always barks.,Quando arriva Marco il cane abbaia sempre.,words/{word_uuid}/flashcard.jpg
10825,sentence,"to ask (question) ,v.jpg",16722,jpg,Can (I) ask you one thing? (inf.sing),Posso domandarti una cosa?,words/{word_uuid}/flashcard.jpg
10826,sentence,"to ask for ,to order ,v.jpg",20021,jpg,Have (you) asked the waitress already ?,Hai già chiesto al cameriere?,words/{word_uuid}/flashcard.jpg
10827,sentence,"to bathe ,v.jpg",12249,jpg,Do (you) prefer to bathe or to shower?,Preferisci fare il bagno o la doccia?,words/{word_uuid}/flashcard.jpg
10829,sentence,"to meet ,to encounter ,v.jpg",9703,jpg,Yesterday (I) met an old friend of mine.,Ieri ho incontrato un mio vecchio amico.,words/{word_uuid}/flashcard.jpg
10830,sentence,"to hold ,v.jpg",17297,jpg,"Can (you) hold the book for me, please?","Mi puoi tenere il libro, per favore?",words/{word_uuid}/flashcard.jpg
10831,sentence,"to be able ,can ,v.jpg",9959,jpg,Today (I) can`t study because (I) have a terrible headache.,Oggi non posso studiare perché ho un terribile mal di testa.,words/{word_uuid}/flashcard.jpg
10832,sentence,"to be afraid ,frightened ,v.jpg",6867,jpg,(I)`m afraid of spiders.,Ho paura dei ragni.,words/{word_uuid}/flashcard.jpg
10833,sentence,"to be born ,v.jpg",22785,jpg,(I) was born in a little country. (m),Sono nato in un piccolo paese.,words/{word_uuid}/flashcard.jpg
10834,sentence,"to be called ,v.jpg",10387,jpg,What is this thing called?,Com‘è chiamato questo oggetto?,words/{word_uuid}/flashcard.jpg
10836,sentence,"to be hot ,v.jpg",16710,jpg,(I)`m hot. Let`s go swimming.,Ho caldo. Andiamo a nuotare.,words/{word_uuid}/flashcard.jpg
10837,sentence,"to be hungry ,v.jpg",37875,jpg,My sister is hungry.,Mia sorella ha fame.,words/{word_uuid}/flashcard.jpg
10838,sentence,"to be in a hurry ,v.jpg",19511,jpg,(I) can`t phone you because (I)`m in a hurry.,Non posso telefonarti perché ho fretta.,words/{word_uuid}/flashcard.jpg
10839,sentence,"to be lucky ,v.jpg",15583,jpg,My neighbour (m) is so lucky that every week he wins an important prize.,Il mio vicino è talmente fortunato che ogni settimana vince un premio importante.,words/{word_uuid}/flashcard.jpg
10840,sentence,"to be present at ,v.jpg",26938,jpg,Will you be present at the inauguration tomorrow?,Sarai presente all‘inaugurazione domani?,words/{word_uuid}/flashcard.jpg
10841,sentence,"to be sleepy ,v.jpg",10697,jpg,This morning (I) got up early and now (I)`m sleepy.,Stamani mi sono alzata presto e ora ho sonno.,words/{word_uuid}/flashcard.jpg
10843,sentence,"to become ,v.jpg",20931,jpg,Your cat has become huge. (inf.sing),Il tuo gatto è diventato enorme.,words/{word_uuid}/flashcard.jpg
10844,sentence,"to begin ,v.jpg",29954,jpg,Another day has begun.,Un altro giorno è cominciato.,words/{word_uuid}/flashcard.jpg
10845,sentence,"to believe ,v.jpg",13813,jpg,(I) can`t believe that.,Non ci posso credere.,words/{word_uuid}/flashcard.jpg
10846,sentence,"to bite ,v.jpg",12498,jpg,Your dog has bitten me.,Il tuo cane mi ha morso.,words/{word_uuid}/flashcard.jpg
10848,sentence,"to blow ,v.jpg",11322,jpg,The wind blows through the mountains.,Il vento soffia attraverso le montagne.,words/{word_uuid}/flashcard.jpg
10849,sentence,"to brake ,v.jpg",35481,jpg,Don`t brake too often.,Non frenare troppo spesso.,words/{word_uuid}/flashcard.jpg
10850,sentence,"to break ,v.jpg",13792,jpg,The dog broke the vase in the garden.,Il cane ruppe il vaso in giardino.,words/{word_uuid}/flashcard.jpg
10852,sentence,"to brush (hair ,shoes but not teeth (lavarsi) ,v.jpg",18020,jpg,(I) like to brush my hair.,Mi piace spazzolarmi i capelli.,words/{word_uuid}/flashcard.jpg
10853,sentence,"to burn ,v.jpg",70168,jpg,(I) have burnt the meat.,Ho bruciato la carne.,words/{word_uuid}/flashcard.jpg
10855,sentence,"to call ,v.jpg",13705,jpg,Now (I)`ll call Jenny at home because (she) is not in her office.,Ora chiamo Jenny a casa perché non è nel suo ufficio.,words/{word_uuid}/flashcard.jpg
10856,sentence,"to change ,v.jpg",20916,jpg,(I) have to change euros into pounds because (I)`m going to be in London tomorrow.,Devo cambiare gli euro in sterline perché domani sarò a Londra.,words/{word_uuid}/flashcard.jpg
10859,sentence,"to close ,v.jpg",16738,jpg,"Close the door, please. (formal)",Chiudi la porta per favore.,words/{word_uuid}/flashcard.jpg
10861,sentence,"to cook ,v.jpg",36818,jpg,Mom is cooking.,La mamma sta cucinando.,words/{word_uuid}/flashcard.jpg
10863,sentence,"to cross ,v.jpg",11360,jpg,When (you) cross the street pay attention to the cars.,Quando attraversi la strada fai attenzione alle macchine.,words/{word_uuid}/flashcard.jpg
10864,sentence,"to cry (tears) ,v.jpg",12641,jpg,Crying doesn`t solve the problem.,Piangere non risolve il problema.,words/{word_uuid}/flashcard.jpg
10865,sentence,"to dance ,v.jpg",32425,jpg,(I) love to dance and sing.,Adoro ballare e cantare.,words/{word_uuid}/flashcard.jpg
10866,sentence,"to delay ,v.jpg",20962,jpg,(You) can`t always delay!,Non puoi ritardare sempre!,words/{word_uuid}/flashcard.jpg
10867,sentence,"to die ,v.jpg",25033,jpg,My cat died yesterday.,Il mio gatto è morto ieri.,words/{word_uuid}/flashcard.jpg
10868,sentence,"to do ,to make ,to build ,v.jpg",17802,jpg,"Today (I) must do the exercises, absolutely.",Oggi devo assolutamente fare gli esercizi.,words/{word_uuid}/flashcard.jpg
10869,sentence,"to draw ,v.jpg",20308,jpg,Can (you) (do you know how to) paint or draw?,Sai dipingere o disegnare?,words/{word_uuid}/flashcard.jpg
10871,sentence,"to drive ,v.jpg",24936,jpg,Today (I) go to the driving school to learn how to drive.,Oggi vado a scuola guida per imparare a guidare.,words/{word_uuid}/flashcard.jpg
10874,sentence,"to enter ,v.jpg",10570,jpg,You can`t enter. (inf. sing.),Tu non puoi entrare.,words/{word_uuid}/flashcard.jpg
10875,sentence,"to fall ,v.jpg",19784,jpg,All the jerseys have fallen from the shelf.,Tutte le maglie sono cadute dalla mensola.,words/{word_uuid}/flashcard.jpg
10876,sentence,"to fall in love ,v.jpg",16081,jpg,Have (you) fallen in love?,Ti sei innamorato?,words/{word_uuid}/flashcard.jpg
10878,sentence,"to feel ill ,v.jpg",18735,jpg,(It) makes me feel ill to see you cry.,Mi fa sentire male vederti piangere.,words/{word_uuid}/flashcard.jpg
10879,sentence,"to find, discover ,v.jpg",28989,jpg,(I) have found an interesting advertisement for a flat.,Ho trovato un annuncio interessante per un appartamento.,words/{word_uuid}/flashcard.jpg
10880,sentence,"to finish ,v.jpg",18724,jpg,Have (you) finished swimming?,Hai finito di nuotare?,words/{word_uuid}/flashcard.jpg
10883,sentence,"to get ,to catch ,v.jpg",31976,jpg,The policeman caught the thief and arrested him.,Il poliziotto prese il ladro e lo arrestò.,words/{word_uuid}/flashcard.jpg
10884,sentence,"to go ,v.jpg",9187,jpg,Why don`t (we) go to a pub?,Perché non andiamo in un pub?,words/{word_uuid}/flashcard.jpg
10885,sentence,"to go on holiday ,v.jpg",39235,jpg,Where do (we) go on holiday this year?,Dove facciamo le vacanze quest‘anno?,words/{word_uuid}/flashcard.jpg
10886,sentence,"to go out ,v.jpg",10877,jpg,What do (you) think about going out tonight?,Che ne dici di uscire stasera?,words/{word_uuid}/flashcard.jpg
10888,sentence,"to have ,v.jpg",18778,jpg,(I) have a sister and a brother.,Ho una sorella ed un fratello.,words/{word_uuid}/flashcard.jpg
10890,sentence,"to have a sore throat ,v.jpg",15201,jpg,(I) have a sore throat. Do (you) have any medicine?,Ho mal di gola. Hai qualche medicina?,words/{word_uuid}/flashcard.jpg
10891,sentence,"to have lunch ,v.jpg",41683,jpg,Today (I) have lunch with a friend (f) of mine and (have) dinner with my boyfriend.,Oggi pranzo con una mia amica e ceno con il mio ragazzo.,words/{word_uuid}/flashcard.jpg
10893,sentence,"to throw ,v.jpg",30599,jpg,Throw the dog a ball and he`ll bring back.,Lancia una palla al cane e lui la riporterà.,words/{word_uuid}/flashcard.jpg
10895,sentence,"to help ,v.jpg",21385,jpg,(I) need you to help me.,Ho bisogno che mi aiuti.,words/{word_uuid}/flashcard.jpg
10896,sentence,"to hurt ,v.jpg",15670,jpg,(I) hurt my leg when I fell.,Mi sono fatta male alla gamba quando sono caduta.,words/{word_uuid}/flashcard.jpg
10897,sentence,"to increase ,v.jpg",17794,jpg,The government wants to increase the rate of interest.,Il governo vuole aumentare il tasso di interesse.,words/{word_uuid}/flashcard.jpg
10898,sentence,"to introduce ,v.jpg",20750,jpg,Let me introduce you to my friend.,Lasciami presentarti il mio amico.,words/{word_uuid}/flashcard.jpg
10899,sentence,"to invite ,v.jpg",35799,jpg,Have (you) been invited?,Sei stato invitato?,words/{word_uuid}/flashcard.jpg
10900,sentence,"to kiss ,v.jpg",55940,jpg,(I) have never been kissed. (m),Non sono mai stato baciato.,words/{word_uuid}/flashcard.jpg
10901,sentence,"to know ( person  , place) ,v.jpg",21658,jpg,(I) like to know/knowing people to chat with.,Mi piace conoscere le persone per chiaccherare.,words/{word_uuid}/flashcard.jpg
10902,sentence,"to know (a fact) ,v.jpg",36409,jpg,(I) know (how) to speak three languages.,So parlare tre lingue.,words/{word_uuid}/flashcard.jpg
10903,sentence,"to land ,v.jpg",14242,jpg,(I) can (know how to) fly but I can`t land!,So volare ma non so atterrare!,words/{word_uuid}/flashcard.jpg
10904,sentence,"to last ,v.jpg",25377,jpg,This battery lasts more (longer).,Questa pila dura di piú.,words/{word_uuid}/flashcard.jpg
10905,sentence,"to laugh ,v.jpg",11030,jpg,(I) love to laugh.,Amo ridere.,words/{word_uuid}/flashcard.jpg
10906,sentence,"to learn ,v.jpg",20218,jpg,(You) have to learn to read.,Devi imparare a leggere.,words/{word_uuid}/flashcard.jpg
10907,sentence,"to let ,to leave ,v.jpg",7463,jpg,Can (I) leave my suitcase here?,Posso lasciare la mia valigia qui?,words/{word_uuid}/flashcard.jpg
10908,sentence,"to listen ,v.jpg",49144,jpg,This morning (I) listened to a little bit of classical music.,Stamani ho ascoltato un po‘ di musica classica.,words/{word_uuid}/flashcard.jpg
10909,sentence,"to live ,v.jpg",26208,jpg,Where do (you) live?,Dove vivi?,words/{word_uuid}/flashcard.jpg
10910,sentence,"to look at ,v.jpg",17708,jpg,Look at that strange person.,Guarda quella persona bizzarra.,words/{word_uuid}/flashcard.jpg
10911,sentence,"to look for ,v.jpg",29157,jpg,What are (you) looking for?,Cosa state cercando?,words/{word_uuid}/flashcard.jpg
10912,sentence,"to love ,v.jpg",20924,jpg,(I) love you.,Ti amo.,words/{word_uuid}/flashcard.jpg
10913,sentence,"to desire ,v.jpg",12282,jpg,All men desire to be loved.,Tutti gli uomini desiderano essere amati.,words/{word_uuid}/flashcard.jpg
10914,sentence,"to jump ,v.jpg",16079,jpg,When (I) saw him (he) was jumping for joy.,Quando lo vidi stava saltando dalla gioia.,words/{word_uuid}/flashcard.jpg
10915,sentence,"to need ,v.jpg",8752,jpg,(I) need your help.,Ho bisogno del tuo aiuto.,words/{word_uuid}/flashcard.jpg
10916,sentence,"to open ,v.jpg",12710,jpg,(I) can never open this drawer.,Non riesco mai ad aprire questo cassetto.,words/{word_uuid}/flashcard.jpg
10917,sentence,"to pack ,v.jpg",19681,jpg,(We) are late and (we) still have to pack.,Siamo in ritardo e dobbiamo ancora fare i bagagli.,words/{word_uuid}/flashcard.jpg
10919,sentence,"to park ,v.jpg",18712,jpg,(I) can`t park if (you) keep talking!,Non riesco a posteggiare se continui a parlare!,words/{word_uuid}/flashcard.jpg
10920,sentence,"to pay ,v.jpg",13580,jpg,Can (I) pay with a credit card?,Posso pagare con una carta di credito?,words/{word_uuid}/flashcard.jpg
10921,sentence,"to phone ,v.jpg",16004,jpg,Has Mario phoned you?,Ti ha telefonato Mario?,words/{word_uuid}/flashcard.jpg
10922,sentence,"to play ,v.jpg",27255,jpg,Do you like playing football?,Ti piace giocare a calcio?,words/{word_uuid}/flashcard.jpg
10923,sentence,"to please ,v.jpg",12138,jpg,Your present has really pleased me. (m),Il tuo regalo mi ha fatto veramente contento.,words/{word_uuid}/flashcard.jpg
10924,sentence,"to postpone ,v.jpg",17580,jpg,Can (I) postpone the appointment?,Posso rimandare l‘appuntamento?,words/{word_uuid}/flashcard.jpg
10925,sentence,"to push ,v.jpg",19387,jpg,"Don`t push, there is space for everyone.","Non spingere, c‘è spazio per tutti.",words/{word_uuid}/flashcard.jpg
10926,sentence,"to put ,v.jpg",16298,jpg,"Put the water in the fridge, please. (form)",Metti l‘acqua nel frigo per favore.,words/{word_uuid}/flashcard.jpg
10927,sentence,"to put (on) ,v.jpg",27853,jpg,(He) put himself near his wife.,Si mise vicino a sua moglie.,words/{word_uuid}/flashcard.jpg
10928,sentence,"to rain ,v.jpg",10122,jpg,It can`t rain for ever.,Non può piovere per sempre.,words/{word_uuid}/flashcard.jpg
10933,sentence,"to say ,to tell ,v.jpg",16663,jpg,Don`t tell Luigi anything.,Non dire nulla a Luigi.,words/{word_uuid}/flashcard.jpg
10934,sentence,"to see ,v.jpg",19708,jpg,(I) can`t see anything.,Non riesco a vedere niente.,words/{word_uuid}/flashcard.jpg
10936,sentence,"to shake ,v.jpg",23483,jpg,Don`t shake the Coke before opening it.,Non scuotere la Coca Cola prima di aprirla.,words/{word_uuid}/flashcard.jpg
10937,sentence,"to shave ,v.jpg",14345,jpg,My boyfriend shaves every morning.,Il mio ragazzo si fa la barba tutte le mattine.,words/{word_uuid}/flashcard.jpg
10938,sentence,"to shout ,v.jpg",16915,jpg,Don`t shout like this.,Non gridare così.,words/{word_uuid}/flashcard.jpg
10940,sentence,"to sing ,v.jpg",27645,jpg,(I) love to sing and dance.,Adoro cantare e ballare.,words/{word_uuid}/flashcard.jpg
10941,sentence,"to sit down ,v.jpg",31005,jpg,(I) sat myself down.,Mi sono messo a sedere.,words/{word_uuid}/flashcard.jpg
10942,sentence,"to sleep ,v.jpg",16277,jpg,(I) want to sleep.,Voglio dormire.,words/{word_uuid}/flashcard.jpg
10943,sentence,"to smell of ,v.jpg",62975,jpg,(It) smells of almonds and chestnuts.,Odora di mandorle e castagne.,words/{word_uuid}/flashcard.jpg
10944,sentence,"to smile ,v.jpg",26531,jpg,"Smile, please!",Sorridete per favore!,words/{word_uuid}/flashcard.jpg
10945,sentence,"to smoke ,v.jpg",25903,jpg,In this place it is forbidden to smoke.,Nel locale è vietato fumare.,words/{word_uuid}/flashcard.jpg
10946,sentence,"to snow ,v.jpg",12975,jpg,(I) love to see it snowing.,Adoro veder nevicare.,words/{word_uuid}/flashcard.jpg
10947,sentence,"to speak ,v.jpg",16216,jpg,(I) can`t understand what (you)`re talking about.,Non capisco di cosa parli.,words/{word_uuid}/flashcard.jpg
10948,sentence,"to spend (money) ,v.jpg",11999,jpg,How much money have (you) spent?,Quanti soldi hai speso?,words/{word_uuid}/flashcard.jpg
10950,sentence,"to stay (remain) ,v.jpg",25705,jpg,(You) can stay longer if you want.,Puoi rimanere più a lungo se vuoi.,words/{word_uuid}/flashcard.jpg
10954,sentence,"to switch off or turn off ,to put out (fire) ,v.jpg",23301,jpg,Can (you) switch off the TV? (I) have head ache.,Puoi spengere la televisione? Ho mal di testa.,words/{word_uuid}/flashcard.jpg
10955,sentence,"to switch the light on ,v.swf",4252,swf,(It)`s dark. Can (you) switch the light on?,È buio. Puoi accendere la luce?,words/{word_uuid}/flashcard.png
10959,sentence,"to think ,v.jpg",13162,jpg,(I) think this is not fair.,Penso che ciò non sia giusto.,words/{word_uuid}/flashcard.jpg
10961,sentence,"to travel ,v.jpg",19736,jpg,I love to travel.,Io adoro viaggiare.,words/{word_uuid}/flashcard.jpg
10963,sentence,"to use ,v.jpg",12574,jpg,Can (I) use your red pen?,Posso usare la tua penna rossa?,words/{word_uuid}/flashcard.jpg
10964,sentence,"to visit (a siteperson) ,v.swf",17703,swf,They visited Egypt last year.,L‘anno scorso visitarono l‘Egitto.,words/{word_uuid}/flashcard.png
10965,sentence,"to hope ,v.jpg",20936,jpg,(I) hope to pass the exam.,Spero di superare l‘esame.,words/{word_uuid}/flashcard.jpg
10966,sentence,"to wait ,v.jpg",23020,jpg,(I)`m waiting for you! Hurry up!,Ti sto aspettando! Sbrigati!,words/{word_uuid}/flashcard.jpg
10967,sentence,"to wake (oneself) up ,v.jpg",24814,jpg,(I) hate to wake up early.,Odio svegliarmi presto.,words/{word_uuid}/flashcard.jpg
10968,sentence,"to walk ,v.JPG",25608,jpg,When (I)`m walking (I) am happy.,Quando cammino sono felice.,words/{word_uuid}/flashcard.jpg
10969,sentence,"to wash ,v.jpg",35162,jpg,Have (you) washed the clothes?,Hai lavato i vestiti?,words/{word_uuid}/flashcard.jpg
